-1,-0.9998,-0.99414,-0.93229,-0.67369,-0.19206,0.21882,0.33722,0.19337,-0.065072,-0.3627,-0.63472,-0.83027,-0.95296,-0.9945,-0.99976,-0.99997,-0.99725,-0.94833,-0.68045,-0.096799,0.3842,0.44606,0.40022,0.44209,0.48595,0.43804,0.16987,-0.269,-0.73511,-0.95649,-0.99767,-0.99985,-0.98866,-0.81983,-0.22845,0.41129,0.33401,-0.22929,-0.47365,-0.31522,0.027279,0.42377,0.64823,0.37969,-0.39273,-0.88475,-0.99346,-0.99925,-0.97166,-0.65496,0.1773,0.56616,-0.0052313,-0.70145,-0.92364,-0.86867,-0.67321,-0.17601,0.53667,0.50187,-0.34964,-0.88501,-0.99369,-0.99712,-0.93537,-0.4845,0.43574,0.53375,-0.31892,-0.8754,-0.99015,-0.97786,-0.8073,-0.20698,0.49176,0.26585,-0.5555,-0.94163,-0.99729,-0.99538,-0.91214,-0.45828,0.30369,0.24792,-0.55293,-0.9453,-0.99381,-0.92788,-0.54555,0.20314,0.45167,-0.17507,-0.79506,-0.98236,-0.99945,-0.99801,-0.96038,-0.73755,-0.36597,-0.43736,-0.82068,-0.98271,-0.984,-0.78087,-0.11776,0.48329,0.1891,-0.58261,-0.94181,-0.99691,-0.99995,-0.99976,-0.99406,-0.94893,-0.86747,-0.89003,-0.96836,-0.99483,-0.93956,-0.54375,0.28177,0.48297,-0.22024,-0.82496,-0.98768,-0.99973,-1,-0.99999,-0.99971,-0.99709,-0.99221,-0.99369,-0.99805,-0.98765,-0.81417,-0.18579,0.4879,0.22984,-0.57867,-0.94664,-0.99757,-0.99997,-1,-1,-1,-0.99997,-0.99991,-0.99991,-0.9983,-0.95798,-0.61784,0.18146,0.46044,-0.19559,-0.81498,-0.98727,-0.99975,-1,-1,-1,-1,-1,-1,-0.99992,-0.99284,-0.87357,-0.33517,0.41302,0.25134,-0.55832,-0.94308,-0.99738,-0.99997,-1,-1,-1,-1,-1,-1,-0.9997,-0.982,-0.73433,0.0096284,0.48132,-0.056847,-0.7614,-0.98345,-0.99969,-1,-1,-1,-1,-1,-1,-0.99998,-0.99804,-0.95071,-0.5536,0.30979,0.42837,-0.36886,-0.88866,-0.99388,-0.99993,-1,-1,-1,-1,-1,-1,-0.99993,-0.99365,-0.88402,-0.34308,0.47211,0.31869,-0.56409,-0.95483,-0.99832,-0.99998,-1,-1,-1,-1,-1,-1,-0.99989,-0.9906,-0.83967,-0.22912,0.53274,0.31746,-0.59012,-0.96563,-0.99907,-0.99999,-1,-1,-1,-1,-1,-1,-0.99991,-0.99194,-0.86449,-0.37386,0.19653,0.0028225,-0.6959,-0.97637,-0.99946,-1,-1,-1,-1
-1,-1,-0.99962,-0.9869,-0.83924,-0.33542,0.27129,0.41076,0.12816,-0.11918,0.087995,0.34637,0.25393,-0.25407,-0.77663,-0.97272,-1,-0.99991,-0.99589,-0.93121,-0.55474,0.24054,0.8018,0.9107,0.77182,0.58874,0.52999,0.56488,0.63191,0.34282,-0.42271,-0.89425,-0.99999,-0.9989,-0.97348,-0.7542,-0.096253,0.65108,0.93925,0.90554,0.69389,0.361,-0.037332,-0.18454,0.23046,0.50943,-0.095125,-0.78222,-0.99978,-0.99161,-0.88339,-0.40359,0.40837,0.85221,0.82611,0.50277,-0.011264,-0.46203,-0.73464,-0.70128,-0.097754,0.48573,0.044474,-0.72484,-0.99705,-0.9466,-0.63453,0.096279,0.70731,0.73111,0.30937,-0.26987,-0.70086,-0.90709,-0.9621,-0.76419,-0.061075,0.47974,-0.020607,-0.75213,-0.98063,-0.79185,-0.18087,0.53111,0.65598,0.19017,-0.42789,-0.81491,-0.95975,-0.99355,-0.97893,-0.69598,0.097107,0.43003,-0.26231,-0.85008,-0.90948,-0.4723,0.31742,0.62362,0.1756,-0.492,-0.8681,-0.97821,-0.99759,-0.99824,-0.957,-0.5852,0.22661,0.27994,-0.52134,-0.93923,-0.79373,-0.14685,0.46599,0.26138,-0.44632,-0.87603,-0.98529,-0.99883,-0.99968,-0.98967,-0.85543,-0.31044,0.32221,-0.013954,-0.72565,-0.97884,-0.82112,-0.31501,-0.010405,-0.38959,-0.8351,-0.982,-0.99906,-0.99987,-0.99617,-0.93957,-0.59345,0.12056,0.29877,-0.3823,-0.88261,-0.9932,-0.94751,-0.80077,-0.72785,-0.86317,-0.97324,-0.99821,-0.99994,-0.99852,-0.96955,-0.75608,-0.15269,0.37226,0.013665,-0.68804,-0.96596,-0.99863,-0.9966,-0.9871,-0.98259,-0.99173,-0.99855,-0.99992,-0.99966,-0.98875,-0.86018,-0.36395,0.30431,0.27124,-0.43187,-0.89108,-0.99303,-0.99987,-0.99996,-0.99985,-0.9998,-0.99991,-0.99998,-0.99996,-0.99676,-0.93697,-0.5867,0.1296,0.40729,-0.16052,-0.77207,-0.97578,-0.99902,-0.99999,-1,-1,-1,-1,-1,-0.99978,-0.98673,-0.79874,-0.16318,0.42853,0.12846,-0.59988,-0.94051,-0.99651,-0.99993,-1,-1,-1,-1,-1,-0.99999,-0.9986,-0.96091,-0.60797,0.23402,0.47234,-0.26993,-0.8492,-0.9893,-0.99974,-1,-1,-1,-1,-1,-1,-0.99996,-0.99636,-0.92492,-0.47001,0.36597,0.33478,-0.5083,-0.93579,-0.99703,-0.99997,-1,-1,-1,-1,-1,-1,-0.99997,-0.99702,-0.94001,-0.59676,-0.039855,-0.18974,-0.74997,-0.97639,-0.99921,-0.99999,-1,-1
-1,-1,-1,-1,-0.99981,-0.9944,-0.93505,-0.71361,-0.29604,0.14842,0.10143,-0.51408,-0.91211,-0.99513,-0.99995,-1,-1,-1,-1,-0.99993,-0.99691,-0.94998,-0.68666,-0.1069,0.37647,0.56961,0.53582,-0.1276,-0.79187,-0.98722,-0.99985,-1,-1,-1,-0.99996,-0.99858,-0.97536,-0.78163,-0.2,0.39495,0.34739,0.15712,0.43867,0.0041996,-0.73616,-0.98338,-0.99981,-1,-1,-0.99999,-0.99933,-0.98466,-0.86228,-0.39766,0.29652,0.36312,-0.21566,-0.3181,0.29026,-0.032321,-0.74683,-0.9841,-0.99982,-1,-1,-0.99996,-0.99609,-0.92746,-0.56725,0.12793,0.41442,-0.11199,-0.67145,-0.46691,0.24227,-0.12235,-0.78461,-0.98674,-0.99985,-1,-1,-0.99988,-0.98943,-0.82437,-0.21816,0.41898,0.15539,-0.57464,-0.82988,-0.37308,0.26606,-0.22377,-0.83082,-0.98999,-0.99989,-1,-1,-0.99983,-0.98483,-0.75744,-0.053367,0.37392,-0.21225,-0.80794,-0.79532,-0.16886,0.29556,-0.35462,-0.88675,-0.99387,-0.99993,-1,-1,-0.99986,-0.98821,-0.81249,-0.28378,-0.037817,-0.57317,-0.91626,-0.70661,0.042743,0.27407,-0.50538,-0.94191,-0.9976,-0.99998,-1,-1,-0.99996,-0.99649,-0.94383,-0.78251,-0.70882,-0.88405,-0.95934,-0.61956,0.18479,0.16118,-0.63194,-0.97167,-0.99938,-1,-1,-1,-1,-0.99974,-0.99577,-0.98274,-0.97567,-0.98823,-0.94091,-0.50122,0.26355,-0.015544,-0.73588,-0.98307,-0.99979,-1,-1,-1,-1,-0.99999,-0.99991,-0.99958,-0.99926,-0.99217,-0.86576,-0.30425,0.29872,-0.21499,-0.82803,-0.98979,-0.99988,-1,-1,-1,-1,-1,-1,-1,-0.99983,-0.98599,-0.77366,-0.089002,0.30525,-0.39549,-0.90327,-0.99501,-0.99995,-1,-1,-1,-1,-1,-1,-1,-0.99974,-0.9794,-0.68492,0.09887,0.27869,-0.53761,-0.95483,-0.99849,-0.99999,-1,-1,-1,-1,-1,-1,-1,-0.99932,-0.9693,-0.60521,0.22843,0.2242,-0.61548,-0.97343,-0.9996,-1,-1,-1,-1,-1,-1,-1,-0.99999,-0.99863,-0.95699,-0.54432,0.27836,0.11405,-0.6785,-0.97922,-0.99976,-1,-1,-1,-1,-1,-1,-1,-0.99999,-0.99909,-0.96851,-0.64819,-0.034203,-0.22623,-0.79008,-0.98668,-0.99985,-1,-1,-1
-0.99999,-0.99882,-0.9681,-0.69001,-0.034844,0.33853,0.32497,0.11141,-0.056934,-0.27046,-0.52271,-0.76419,-0.94158,-0.99577,-0.99991,-1,-0.99999,-0.99849,-0.9561,-0.55107,0.38244,0.80511,0.70629,0.50936,0.46031,0.44123,0.31388,-0.14939,-0.74521,-0.97451,-0.99907,-0.99999,-0.99999,-0.99926,-0.96623,-0.56005,0.42241,0.74679,0.31327,-0.08969,-0.066904,0.20852,0.5876,0.36241,-0.51038,-0.93854,-0.99726,-0.99997,-1,-0.99966,-0.97241,-0.58266,0.38159,0.58733,-0.14289,-0.69098,-0.73756,-0.35962,0.42215,0.45291,-0.45644,-0.93207,-0.997,-0.99997,-1,-0.99974,-0.97756,-0.6564,0.13779,0.24712,-0.48256,-0.90747,-0.89312,-0.40624,0.4371,0.36517,-0.53745,-0.95238,-0.99826,-0.99998,-1,-0.99988,-0.98984,-0.84417,-0.48105,-0.43794,-0.79687,-0.96434,-0.79587,-0.13614,0.48936,0.11127,-0.68491,-0.97581,-0.99944,-1,-1,-0.99998,-0.99802,-0.96949,-0.89752,-0.88859,-0.96084,-0.95341,-0.60843,0.19456,0.43155,-0.26972,-0.84784,-0.99084,-0.99988,-1,-1,-1,-0.99989,-0.99825,-0.9941,-0.9934,-0.98838,-0.85204,-0.2893,0.41268,0.19793,-0.596,-0.95194,-0.99793,-0.99998,-1,-1,-1,-1,-0.99998,-0.99992,-0.99839,-0.96102,-0.63942,0.1401,0.45357,-0.18034,-0.80947,-0.98716,-0.99976,-1,-1,-1,-1,-1,-1,-0.99988,-0.99202,-0.86897,-0.32991,0.40682,0.25239,-0.54034,-0.93507,-0.99682,-0.99996,-1,-1,-1,-1,-1,-0.99999,-0.99902,-0.97074,-0.68655,0.069104,0.44718,-0.15546,-0.79466,-0.9837,-0.99955,-1,-1,-1,-1,-1,-1,-0.99994,-0.99504,-0.90644,-0.42968,0.36919,0.32615,-0.50415,-0.93252,-0.99666,-0.99995,-1,-1,-1,-1,-1,-1,-0.9997,-0.98384,-0.76668,-0.066564,0.52667,0.13732,-0.67643,-0.97589,-0.99949,-1,-1,-1,-1,-1,-1,-0.99998,-0.99762,-0.94536,-0.54901,0.32468,0.63859,0.029857,-0.73397,-0.98315,-0.9998,-1,-1,-1,-1,-1,-1,-0.99993,-0.9936,-0.88408,-0.35404,0.46559,0.46713,-0.26995,-0.84056,-0.99046,-0.99989,-1,-1,-1,-1,-1,-1,-0.99994,-0.99488,-0.90803,-0.50046,0.046948,-0.13959,-0.68903,-0.95221,-0.99753,-0.99997,-1,-1,-1,-1
-1,-0.99976,-0.99183,-0.89277,-0.47978,0.055061,-0.021407,-0.33366,-0.52283,-0.61468,-0.67976,-0.66049,-0.42354,-0.1893,-0.58095,-0.92151,-0.99991,-0.99631,-0.94147,-0.62643,0.077083,0.60471,0.5663,0.37845,0.27918,0.21116,0.11895,0.14272,0.34917,0.35741,-0.33134,-0.86607,-0.99869,-0.97167,-0.75956,-0.14491,0.48919,0.50953,0.19886,0.0088757,0.021857,0.18346,0.36827,0.61963,0.7158,0.31483,-0.49375,-0.91934,-0.98942,-0.86049,-0.35869,0.35075,0.46648,-0.094482,-0.57658,-0.73123,-0.72137,-0.60431,-0.24476,0.42239,0.50896,-0.16855,-0.78339,-0.97784,-0.94831,-0.60201,0.16245,0.49354,0.0068764,-0.64348,-0.92929,-0.98083,-0.97697,-0.87699,-0.38231,0.34627,0.13831,-0.60079,-0.94354,-0.99676,-0.902,-0.44933,0.22481,0.12382,-0.5387,-0.91359,-0.9926,-0.99918,-0.98182,-0.75356,-0.061238,0.36106,-0.22717,-0.82581,-0.98781,-0.99973,-0.95107,-0.70514,-0.37204,-0.55228,-0.87758,-0.98853,-0.99953,-0.99775,-0.94723,-0.55539,0.23353,0.23247,-0.53796,-0.93778,-0.99706,-0.99997,-0.9922,-0.93956,-0.86486,-0.92217,-0.98464,-0.99905,-0.99983,-0.99046,-0.84857,-0.27405,0.343,-0.07303,-0.75647,-0.98111,-0.99953,-1,-0.9996,-0.99649,-0.99198,-0.99574,-0.99928,-0.99995,-0.99873,-0.96534,-0.65728,0.099153,0.33577,-0.38617,-0.89225,-0.99398,-0.99992,-1,-1,-0.99996,-0.99991,-0.99995,-0.99999,-0.99992,-0.99404,-0.89283,-0.38873,0.35003,0.15238,-0.63222,-0.96277,-0.99864,-0.99999,-1,-1,-1,-1,-1,-1,-0.99956,-0.98123,-0.75055,-0.04471,0.41681,-0.15798,-0.80421,-0.98735,-0.9998,-1,-1,-1,-1,-1,-1,-0.99997,-0.99723,-0.93948,-0.53206,0.30719,0.40443,-0.44032,-0.91986,-0.99609,-0.99996,-1,-1,-1,-1,-1,-1,-0.99989,-0.99065,-0.84174,-0.24361,0.48889,0.25936,-0.61421,-0.96869,-0.99921,-0.99999,-1,-1,-1,-1,-1,-1,-0.99972,-0.98112,-0.71808,0.03238,0.42438,-0.14002,-0.79242,-0.98689,-0.99983,-1,-1,-1,-1,-1,-1,-1,-0.99934,-0.97045,-0.62107,0.16252,0.16063,-0.55507,-0.93537,-0.9968,-0.99996,-1,-1,-1,-1,-1,-1,-0.99999,-0.99916,-0.9715,-0.68451,-0.14045,-0.31917,-0.81148,-0.98575,-0.99968,-1,-1,-1,-1
-1,-0.99991,-0.99487,-0.92032,-0.62341,-0.33321,-0.55987,-0.76996,-0.79217,-0.7259,-0.49668,-0.028536,-0.010868,-0.64288,-0.9612,-0.99851,-0.99998,-0.99884,-0.97398,-0.75289,-0.12784,0.35063,0.11355,-0.16483,-0.17197,-0.012823,0.26832,0.56965,0.27512,-0.57111,-0.95333,-0.99817,-0.99971,-0.99036,-0.87781,-0.41269,0.31308,0.55899,0.2822,0.10195,0.13476,0.30607,0.61348,0.59641,-0.064544,-0.75147,-0.97808,-0.99931,-0.99862,-0.96491,-0.67512,0.020191,0.37363,0.054999,-0.42457,-0.59599,-0.55924,-0.24098,0.37611,0.27588,-0.50222,-0.92307,-0.99564,-0.99992,-0.9977,-0.95029,-0.62953,-0.075617,-0.16549,-0.61854,-0.89636,-0.96065,-0.85543,-0.33686,0.32175,-0.021101,-0.73183,-0.97959,-0.99952,-1,-0.99912,-0.98153,-0.86886,-0.6982,-0.781,-0.93608,-0.99179,-0.98443,-0.76441,-0.072806,0.32888,-0.31498,-0.86708,-0.99237,-0.99991,-1,-0.99994,-0.99856,-0.98859,-0.97372,-0.98361,-0.99636,-0.9993,-0.97516,-0.65337,0.14065,0.24322,-0.54799,-0.94999,-0.99803,-0.99998,-1,-1,-0.99997,-0.99968,-0.99925,-0.99963,-0.99993,-0.99826,-0.95213,-0.53831,0.26846,0.1142,-0.67226,-0.97717,-0.99962,-1,-1,-1,-1,-1,-0.99999,-1,-0.99994,-0.99432,-0.8934,-0.37154,0.3207,-0.071611,-0.76645,-0.98544,-0.99983,-1,-1,-1,-1,-1,-1,-1,-0.99985,-0.98698,-0.78899,-0.12374,0.33253,-0.29304,-0.86077,-0.99205,-0.99991,-1,-1,-1,-1,-1,-1,-1,-0.99955,-0.97536,-0.65777,0.143,0.28485,-0.51279,-0.94093,-0.99747,-0.99997,-1,-1,-1,-1,-1,-1,-0.99997,-0.99748,-0.94058,-0.50641,0.29239,0.12534,-0.66617,-0.97539,-0.99951,-1,-1,-1,-1,-1,-1,-1,-0.9999,-0.99151,-0.85283,-0.27183,0.35412,-0.096779,-0.7785,-0.98621,-0.99983,-1,-1,-1,-1,-1,-1,-1,-0.99982,-0.98436,-0.74995,-0.027981,0.36005,-0.32683,-0.87632,-0.99314,-0.99992,-1,-1,-1,-1,-1,-1,-1,-0.99978,-0.9806,-0.69824,0.060543,0.25295,-0.52186,-0.94451,-0.99773,-0.99998,-1,-1,-1,-1,-1,-1,-1,-0.99984,-0.98638,-0.78894,-0.26942,-0.16798,-0.71551,-0.97758,-0.9995,-1,-1,-1,-1
-1,-1,-0.99986,-0.99804,-0.99228,-0.98349,-0.94405,-0.80804,-0.54479,-0.21129,-0.042082,-0.015766,-0.31049,-0.80454,-0.9874,-0.99985,-1,-0.99992,-0.9971,-0.96471,-0.86917,-0.7642,-0.60306,-0.25358,0.12012,0.43716,0.65483,0.50721,-0.19736,-0.8138,-0.98865,-0.99987,-0.99999,-0.99918,-0.97886,-0.80264,-0.37537,-0.079147,0.051286,0.14217,0.10616,0.29632,0.72654,0.51146,-0.39553,-0.903,-0.99492,-0.99994,-0.99996,-0.99658,-0.92979,-0.5076,0.29175,0.4943,0.13013,-0.3216,-0.45444,0.03379,0.60246,0.2636,-0.60755,-0.96295,-0.99877,-0.99999,-0.99991,-0.99182,-0.85745,-0.27924,0.45655,0.26319,-0.4206,-0.81051,-0.66767,0.096874,0.54325,-0.016705,-0.7508,-0.98378,-0.99977,-1,-0.99985,-0.98664,-0.78619,-0.16376,0.20426,-0.3318,-0.83485,-0.9481,-0.60339,0.30142,0.53687,-0.23796,-0.8458,-0.99105,-0.9999,-1,-0.99986,-0.98769,-0.8109,-0.36761,-0.30729,-0.74118,-0.96496,-0.92931,-0.45802,0.49008,0.54146,-0.3869,-0.90883,-0.99544,-0.99995,-1,-0.99995,-0.99611,-0.94109,-0.81472,-0.82105,-0.94359,-0.9865,-0.84316,-0.22757,0.6227,0.53595,-0.45424,-0.93648,-0.99736,-0.99997,-1,-1,-0.99974,-0.99612,-0.98796,-0.98872,-0.99639,-0.98263,-0.72957,0.049625,0.74036,0.57863,-0.35916,-0.89645,-0.99456,-0.99994,-1,-1,-1,-0.99995,-0.99986,-0.99987,-0.99948,-0.97346,-0.62796,0.28289,0.83884,0.67186,-0.13271,-0.80229,-0.98801,-0.99986,-1,-1,-1,-1,-1,-0.99998,-0.9984,-0.95328,-0.52062,0.46391,0.83528,0.44098,-0.36117,-0.87227,-0.99259,-0.99992,-1,-1,-1,-1,-1,-0.99996,-0.99594,-0.91622,-0.40727,0.55278,0.67167,-0.086172,-0.74207,-0.96622,-0.99838,-0.99998,-1,-1,-1,-1,-1,-0.99993,-0.99348,-0.88054,-0.31903,0.56143,0.48808,-0.4243,-0.91182,-0.99451,-0.99987,-1,-1,-1,-1,-1,-1,-0.99992,-0.99247,-0.86661,-0.29786,0.45087,0.18019,-0.64142,-0.96726,-0.99894,-0.99999,-1,-1,-1,-1,-1,-1,-0.99992,-0.99251,-0.86985,-0.35419,0.18125,-0.26138,-0.82924,-0.98912,-0.99984,-1,-1,-1,-1,-1,-1,-1,-0.99994,-0.99437,-0.90473,-0.56099,-0.28977,-0.67074,-0.95113,-0.99759,-0.99997,-1,-1,-1
-0.99984,-0.98653,-0.79079,-0.26471,-0.058592,-0.37486,-0.55074,-0.56917,-0.55025,-0.49331,-0.45684,-0.47368,-0.63288,-0.89488,-0.9932,-0.99992,-0.99975,-0.97801,-0.6607,0.16943,0.56234,0.38647,0.26405,0.2357,0.21692,0.24505,0.32144,0.41583,0.066091,-0.68646,-0.9796,-0.99976,-0.99972,-0.97615,-0.63589,0.19897,0.45061,0.16355,0.02189,-0.026771,-0.10721,-0.099147,0.16719,0.58738,0.22407,-0.6489,-0.97733,-0.99974,-0.99982,-0.98492,-0.77148,-0.275,-0.2376,-0.57476,-0.71568,-0.74063,-0.76129,-0.58375,0.035967,0.47539,-0.081508,-0.7773,-0.98629,-0.99984,-0.99995,-0.99606,-0.94047,-0.81453,-0.82149,-0.93405,-0.97939,-0.98052,-0.923,-0.52218,0.31287,0.47648,-0.33617,-0.88313,-0.99362,-0.99993,-1,-0.99975,-0.99625,-0.98836,-0.98907,-0.99658,-0.99918,-0.98386,-0.79312,-0.14179,0.57299,0.38469,-0.53062,-0.94926,-0.99803,-0.99998,-1,-1,-0.99996,-0.99987,-0.99988,-0.99993,-0.99684,-0.93524,-0.53432,0.30937,0.65427,0.091094,-0.70406,-0.97912,-0.99961,-1,-1,-1,-1,-1,-1,-0.99978,-0.98758,-0.81252,-0.1739,0.59222,0.53029,-0.30545,-0.8656,-0.99224,-0.99991,-1,-1,-1,-1,-1,-0.99998,-0.99844,-0.95989,-0.62315,0.20654,0.67284,0.23252,-0.60961,-0.95789,-0.99835,-0.99998,-1,-1,-1,-1,-1,-0.99993,-0.9936,-0.88449,-0.35482,0.49887,0.58747,-0.15678,-0.80462,-0.98716,-0.99979,-1,-1,-1,-1,-1,-1,-0.99974,-0.98385,-0.75887,-0.050421,0.54375,0.2438,-0.53175,-0.92557,-0.99609,-0.99996,-1,-1,-1,-1,-1,-0.99998,-0.99843,-0.95761,-0.59209,0.18863,0.27735,-0.34504,-0.83774,-0.98296,-0.99931,-0.99999,-1,-1,-1,-1,-1,-0.99993,-0.99387,-0.88855,-0.37209,0.27505,-0.11846,-0.74466,-0.9678,-0.99813,-0.99995,-1,-1,-1,-1,-1,-1,-0.99977,-0.98511,-0.77501,-0.11352,0.28002,-0.34422,-0.87287,-0.99203,-0.99985,-1,-1,-1,-1,-1,-1,-1,-0.99954,-0.97505,-0.65873,0.067721,0.076878,-0.59972,-0.94685,-0.99752,-0.99997,-1,-1,-1,-1,-1,-1,-1,-0.99962,-0.9775,-0.69194,-0.14488,-0.36511,-0.83187,-0.98642,-0.99963,-1,-1,-1,-1,-1
-0.52253,-0.04631,0.21898,0.28906,0.23769,0.13672,0.09658,0.14313,0.16389,0.071104,0.093584,0.19632,0.10645,-0.075145,-0.33239,-0.72801,-0.74048,-0.37324,-0.10344,0.046213,0.1007,0.058588,-0.03235,-0.098288,-0.1178,-0.15512,-0.10654,0.040769,0.10767,0.24056,0.25935,-0.35834,-0.95597,-0.85997,-0.77514,-0.71506,-0.68019,-0.68337,-0.72029,-0.75985,-0.77273,-0.77498,-0.75535,-0.69583,-0.55426,-0.086318,0.29077,-0.33394,-0.99768,-0.99165,-0.98606,-0.98191,-0.97934,-0.97939,-0.98195,-0.98485,-0.9858,-0.98577,-0.98335,-0.95515,-0.70631,-0.068772,0.12847,-0.54112,-0.99997,-0.99991,-0.99984,-0.99979,-0.99976,-0.99976,-0.99979,-0.99983,-0.99979,-0.99867,-0.98448,-0.87112,-0.43038,0.10904,-0.17428,-0.76711,-1,-1,-1,-1,-1,-1,-1,-0.99998,-0.99898,-0.98184,-0.87195,-0.51231,0.0097746,0.027893,-0.56405,-0.92716,-1,-1,-1,-1,-1,-1,-0.99999,-0.99961,-0.989,-0.87744,-0.4871,0.030385,0.11335,-0.37649,-0.8427,-0.9863,-1,-1,-1,-1,-1,-1,-0.99981,-0.994,-0.92213,-0.5691,0.057717,0.19693,-0.3184,-0.79066,-0.96709,-0.99812,-1,-1,-1,-1,-1,-0.99994,-0.99699,-0.94963,-0.68107,-0.081439,0.26664,-0.18637,-0.75013,-0.96294,-0.99704,-0.99989,-1,-1,-1,-1,-0.99999,-0.99922,-0.9793,-0.79178,-0.22215,0.29656,0.03122,-0.6291,-0.94275,-0.99607,-0.99988,-1,-1,-1,-1,-1,-0.99992,-0.99458,-0.90672,-0.47615,0.20891,0.20927,-0.44839,-0.88884,-0.99178,-0.99977,-1,-1,-1,-1,-1,-0.99999,-0.99928,-0.97661,-0.73495,-0.067346,0.29282,-0.23981,-0.80277,-0.97917,-0.99914,-0.99999,-1,-1,-1,-1,-1,-0.99995,-0.9953,-0.91115,-0.46301,0.22088,0.05312,-0.63507,-0.95128,-0.99733,-0.99994,-1,-1,-1,-1,-1,-1,-0.99984,-0.98581,-0.77303,-0.11511,0.25812,-0.33735,-0.8637,-0.99074,-0.9998,-1,-1,-1,-1,-1,-1,-1,-0.99975,-0.97831,-0.67052,0.050907,0.054038,-0.63416,-0.96017,-0.99843,-0.99998,-1,-1,-1,-1,-1,-1,-1,-0.99978,-0.98114,-0.71906,-0.17972,-0.3289,-0.81398,-0.98726,-0.99979,-1,-1,-1,-1,-1
-0.99998,-0.9987,-0.96563,-0.66438,-0.16441,-0.42763,-0.74802,-0.71663,-0.56732,-0.45187,-0.46919,-0.63858,-0.8423,-0.96495,-0.99733,-0.99993,-0.99973,-0.99096,-0.88117,-0.38524,0.30362,0.20836,-0.092107,0.039678,0.29076,0.39817,0.34916,0.1171,-0.33842,-0.80396,-0.97826,-0.99911,-0.99835,-0.96186,-0.67529,0.065157,0.69232,0.77231,0.63083,0.546,0.45236,0.27089,0.24158,0.43044,0.24605,-0.51646,-0.92959,-0.99652,-0.99667,-0.93051,-0.4967,0.38427,0.80347,0.75252,0.48738,0.070403,-0.30917,-0.55526,-0.38477,0.30263,0.45323,-0.35238,-0.8891,-0.99403,-0.99835,-0.95906,-0.63497,0.061435,0.30029,0.067427,-0.33285,-0.67412,-0.85995,-0.8853,-0.47751,0.38933,0.4825,-0.37934,-0.90051,-0.99481,-0.99975,-0.99113,-0.89786,-0.68157,-0.61471,-0.71818,-0.86892,-0.96167,-0.97413,-0.79165,-0.14689,0.56456,0.35396,-0.54821,-0.95208,-0.99817,-0.99999,-0.99941,-0.99237,-0.97567,-0.97124,-0.98099,-0.9923,-0.99411,-0.92497,-0.52132,0.28008,0.59006,0.01847,-0.73078,-0.98151,-0.99968,-1,-0.99999,-0.99983,-0.99947,-0.99941,-0.99969,-0.999,-0.97589,-0.7555,-0.088808,0.55107,0.34796,-0.43359,-0.89675,-0.9942,-0.99993,-1,-1,-1,-1,-0.99999,-0.9998,-0.99225,-0.88938,-0.41774,0.3736,0.56329,-0.10363,-0.76271,-0.97608,-0.99909,-0.99999,-1,-1,-1,-1,-0.99995,-0.99742,-0.95174,-0.64626,0.087416,0.62123,0.30455,-0.528,-0.93215,-0.99622,-0.99993,-1,-1,-1,-1,-0.99999,-0.99938,-0.98323,-0.82274,-0.25309,0.48602,0.51538,-0.18086,-0.80246,-0.98567,-0.99968,-1,-1,-1,-1,-1,-0.99989,-0.99458,-0.91607,-0.53538,0.19506,0.56871,0.071478,-0.64032,-0.94687,-0.99728,-0.99997,-1,-1,-1,-1,-0.99999,-0.99878,-0.96971,-0.72124,-0.036498,0.58628,0.43495,-0.41561,-0.90016,-0.99281,-0.99979,-1,-1,-1,-1,-1,-0.99995,-0.99508,-0.90727,-0.43568,0.42353,0.7169,0.17023,-0.66587,-0.9741,-0.99937,-0.99999,-1,-1,-1,-1,-1,-0.99991,-0.99204,-0.86178,-0.30164,0.49158,0.49969,-0.23827,-0.83075,-0.98972,-0.99988,-1,-1,-1,-1,-1,-1,-0.99995,-0.99518,-0.91391,-0.53704,0.0034718,-0.092422,-0.66118,-0.95085,-0.99757,-0.99997,-1,-1,-1,-1
